time  , u_omega_l  , u_omega_r  
24.576000  ,  4.545455,  4.545455  
24.608000  ,  4.545455,  4.545455  
24.640000  ,  4.545455,  4.545455  
24.672000  ,  4.545455,  4.545455  
24.704000  ,  4.545455,  4.545455  
24.736000  ,  4.545455,  4.545455  
24.768000  ,  4.545455,  4.545455  
24.800000  ,  4.545455,  4.545455  
24.832000  ,  4.545455,  4.545455  
24.864000  ,  4.545455,  4.545455  
24.896000  ,  4.545455,  4.545455  
24.928000  ,  4.545455,  4.545455  
24.960000  ,  4.545455,  4.545455  
24.992000  ,  4.545455,  4.545455  
25.024000  ,  4.545455,  4.545455  
25.056000  ,  4.545455,  4.545455  
25.088000  ,  4.545455,  4.545455  
25.120000  ,  4.545455,  4.545455  
25.152000  ,  4.545455,  4.545455  
25.184000  ,  4.545455,  4.545455  
25.216000  ,  4.545455,  4.545455  
25.248000  ,  4.545455,  4.545455  
25.280000  ,  4.545455,  4.545455  
25.312000  ,  4.545455,  4.545455  
25.344000  ,  4.545455,  4.545455  
25.376000  ,  4.545455,  4.545455  
25.408000  ,  4.545455,  4.545455  
25.440000  ,  4.545455,  4.545455  
25.472000  ,  4.545455,  4.545455  
25.504000  ,  4.545455,  4.545455  
25.536000  ,  4.545455,  4.545455  
25.568000  ,  4.545455,  4.545455  
25.600000  ,  4.545455,  4.545455  
25.632000  ,  4.545455,  4.545455  
25.664000  ,  4.545455,  4.545455  
25.696000  ,  4.545455,  4.545455  
25.728000  ,  4.545455,  4.545455  
25.760000  ,  4.545455,  4.545455  
25.792000  ,  4.545455,  4.545455  
25.824000  ,  4.545455,  4.545455  
25.856000  ,  4.545455,  4.545455  
25.888000  ,  4.545455,  4.545455  
25.920000  ,  4.545455,  4.545455  
25.952000  ,  4.545455,  4.545455  
25.984000  ,  4.545455,  4.545455  
26.016000  ,  4.545455,  4.545455  
26.048000  ,  4.545455,  4.545455  
26.080000  ,  4.545455,  4.545455  
26.112000  ,  4.545455,  4.545455  
26.144000  ,  4.545455,  4.545455  
26.176000  ,  4.545455,  4.545455  
26.208000  ,  4.545455,  4.545455  
26.240000  ,  4.545455,  4.545455  
26.272000  ,  4.545455,  4.545455  
26.304000  ,  4.545455,  4.545455  
26.336000  ,  4.545455,  4.545455  
26.368000  ,  4.545455,  4.545455  
26.400000  ,  4.545455,  4.545455  
26.432000  ,  4.545455,  4.545455  
26.464000  ,  4.545455,  4.545455  
26.496000  ,  4.545455,  4.545455  
26.528000  ,  4.545455,  4.545455  
26.560000  ,  4.545455,  4.545455  
26.592000  ,  4.545455,  4.545455  
26.624000  ,  4.545455,  4.545455  
26.656000  ,  4.545455,  4.545455  
26.688000  ,  4.545455,  4.545455  
26.720000  ,  4.545455,  4.545455  
26.752000  ,  4.545455,  4.545455  
26.784000  ,  4.545455,  4.545455  
26.816000  ,  4.545455,  4.545455  
26.848000  ,  4.545455,  4.545455  
26.880000  ,  4.545455,  4.545455  
26.912000  ,  4.545455,  4.545455  
26.944000  ,  4.545455,  4.545455  
26.976000  ,  4.545455,  4.545455  
27.008000  ,  4.545455,  4.545455  
27.040000  ,  4.545455,  4.545455  
27.072000  ,  4.545455,  4.545455  
27.104000  ,  4.545455,  4.545455  
27.136000  ,  4.545455,  4.545455  
27.168000  ,  4.545455,  4.545455  
27.200000  ,  4.545455,  4.545455  
27.232000  ,  4.545455,  4.545455  
27.264000  ,  4.545455,  4.545455  
27.296000  ,  4.545455,  4.545455  
27.328000  ,  4.545455,  4.545455  
27.360000  ,  4.545455,  4.545455  
27.392000  ,  4.545455,  4.545455  
27.424000  ,  4.545455,  4.545455  
27.456000  ,  4.545455,  4.545455  
27.488000  ,  4.545455,  4.545455  
27.520000  ,  4.545455,  4.545455  
27.552000  ,  4.545455,  4.545455  
27.584000  ,  4.545455,  4.545455  
27.616000  ,  4.545455,  4.545455  
27.648000  ,  4.545455,  4.545455  
27.680000  ,  4.545455,  4.545455  
27.712000  ,  4.545455,  4.545455  
27.744000  ,  4.545455,  4.545455  
27.776000  ,  4.545455,  4.545455  
27.808000  ,  4.545455,  4.545455  
27.840000  ,  4.545455,  4.545455  
27.872000  ,  4.545455,  4.545455  
27.904000  ,  4.545455,  4.545455  
27.936000  ,  4.545455,  4.545455  
27.968000  ,  4.545455,  4.545455  
28.000000  ,  4.545455,  4.545455  
28.032000  ,  4.545455,  4.545455  
28.064000  ,  4.545455,  4.545455  
28.096000  ,  4.545455,  4.545455  
28.128000  ,  4.545455,  4.545455  
28.160000  ,  4.545455,  4.545455  
28.192000  ,  4.545455,  4.545455  
28.224000  ,  4.545455,  4.545455  
28.256000  ,  4.545455,  4.545455  
28.288000  ,  4.545455,  4.545455  
28.320000  ,  4.545455,  4.545455  
28.352000  ,  4.545455,  4.545455  
28.384000  ,  4.545455,  4.545455  
28.416000  ,  4.545455,  4.545455  
28.448000  ,  4.545455,  4.545455  
28.480000  ,  4.545455,  4.545455  
28.512000  ,  4.545455,  4.545455  
28.544000  ,  4.545455,  4.545455  
28.576000  ,  4.545455,  4.545455  
28.608000  ,  4.545455,  4.545455  
28.640000  ,  4.545455,  4.545455  
28.672000  ,  4.545455,  4.545455  
28.704000  ,  4.545455,  4.545455  
28.736000  ,  4.545455,  4.545455  
28.768000  ,  4.545455,  4.545455  
28.800000  ,  4.545455,  4.545455  
28.832000  ,  4.545455,  4.545455  
28.864000  ,  4.545455,  4.545455  
28.896000  ,  4.545455,  4.545455  
28.928000  ,  4.545455,  4.545455  
28.960000  ,  4.545455,  4.545455  
28.992000  ,  4.545455,  4.545455  
29.024000  ,  4.545455,  4.545455  
29.056000  ,  4.545455,  4.545455  
29.088000  ,  4.545455,  4.545455  
29.120000  ,  4.545455,  4.545455  
29.152000  ,  4.545455,  4.545455  
29.184000  ,  4.545455,  4.545455  
29.216000  ,  4.545455,  4.545455  
29.248000  ,  4.545455,  4.545455  
29.280000  ,  4.545455,  4.545455  
29.312000  ,  4.545455,  4.545455  
29.344000  ,  4.545455,  4.545455  
29.376000  ,  4.545455,  4.545455  
29.408000  ,  4.545455,  4.545455  
29.440000  ,  4.545455,  4.545455  
29.472000  ,  4.545455,  4.545455  
29.504000  ,  4.545455,  4.545455  
29.536000  ,  4.545455,  4.545455  
29.568000  ,  4.545455,  4.545455  
29.600000  ,  4.545455,  4.545455  
29.632000  ,  4.545455,  4.545455  
29.664000  ,  4.545455,  4.545455  
29.696000  ,  4.545455,  4.545455  
29.728000  ,  4.545455,  4.545455  
29.760000  ,  4.545455,  4.545455  
29.792000  ,  4.545455,  4.545455  
29.824000  ,  4.545455,  4.545455  
29.856000  ,  4.545455,  4.545455  
29.888000  ,  4.545455,  4.545455  
29.920000  ,  4.545455,  4.545455  
29.952000  ,  4.545455,  4.545455  
29.984000  ,  4.545455,  4.545455  
