time  , ex  , ey  , ealpha  , evx  , eomega  
5.101096  ,  -0.001811  ,  -0.009795  ,  0.015122  ,  0.002670  ,  -0.045069  
5.142281  ,  -0.002380  ,  -0.009056  ,  0.013281  ,  0.003568  ,  -0.044621  
5.182229  ,  -0.002855  ,  -0.008366  ,  0.011519  ,  0.004352  ,  -0.043887  
5.221352  ,  -0.003247  ,  -0.007722  ,  0.009827  ,  0.005039  ,  -0.042907  
5.259955  ,  -0.003567  ,  -0.007117  ,  0.008200  ,  0.005640  ,  -0.041707  
5.298262  ,  -0.003818  ,  -0.006551  ,  0.006635  ,  0.006164  ,  -0.040312  
5.336430  ,  -0.004007  ,  -0.006021  ,  0.005133  ,  0.006617  ,  -0.038738  
5.374571  ,  -0.004136  ,  -0.005527  ,  0.003694  ,  0.007004  ,  -0.037001  
5.412763  ,  -0.004209  ,  -0.005070  ,  0.002323  ,  0.007329  ,  -0.035118  
5.451068  ,  -0.004228  ,  -0.004648  ,  0.001023  ,  0.007595  ,  -0.033102  
5.489537  ,  -0.004196  ,  -0.004263  ,  -0.000204  ,  0.007806  ,  -0.030968  
5.528218  ,  -0.004116  ,  -0.003913  ,  -0.001352  ,  0.007965  ,  -0.028730  
5.567161  ,  -0.003989  ,  -0.003600  ,  -0.002420  ,  0.008073  ,  -0.026401  
5.606419  ,  -0.003818  ,  -0.003322  ,  -0.003404  ,  0.008135  ,  -0.023997  
5.646052  ,  -0.003605  ,  -0.003080  ,  -0.004300  ,  0.008151  ,  -0.021529  
5.686123  ,  -0.003353  ,  -0.002872  ,  -0.005107  ,  0.008125  ,  -0.019013  
5.726706  ,  -0.003064  ,  -0.002698  ,  -0.005822  ,  0.008059  ,  -0.016465  
5.767881  ,  -0.002740  ,  -0.002558  ,  -0.006442  ,  0.007954  ,  -0.013898  
5.809742  ,  -0.002384  ,  -0.002450  ,  -0.006965  ,  0.007813  ,  -0.011329  
5.852394  ,  -0.001997  ,  -0.002374  ,  -0.007389  ,  0.007636  ,  -0.008770  
5.895961  ,  -0.001582  ,  -0.002328  ,  -0.007712  ,  0.007427  ,  -0.006236  
5.940591  ,  -0.001141  ,  -0.002312  ,  -0.007930  ,  0.007186  ,  -0.003740  
5.986465  ,  -0.000675  ,  -0.002325  ,  -0.008042  ,  0.006914  ,  -0.001298  
6.033812  ,  -0.000188  ,  -0.002364  ,  -0.008044  ,  0.006611  ,  0.001079  
6.082931  ,  0.000321  ,  -0.002430  ,  -0.007932  ,  0.006280  ,  0.003375  
6.132931  ,  0.000834  ,  -0.002518  ,  -0.007707  ,  0.005927  ,  0.005521  
6.182931  ,  0.001340  ,  -0.002622  ,  -0.007380  ,  0.005561  ,  0.007466  
6.232931  ,  0.001831  ,  -0.002739  ,  -0.006962  ,  0.005183  ,  0.009205  
6.282931  ,  0.002304  ,  -0.002863  ,  -0.006463  ,  0.004799  ,  0.010731  
6.332931  ,  0.002753  ,  -0.002992  ,  -0.005893  ,  0.004410  ,  0.012040  
6.382931  ,  0.003177  ,  -0.003122  ,  -0.005263  ,  0.004021  ,  0.013129  
6.432931  ,  0.003570  ,  -0.003249  ,  -0.004586  ,  0.003635  ,  0.014000  
6.482931  ,  0.003931  ,  -0.003369  ,  -0.003870  ,  0.003255  ,  0.014656  
6.532931  ,  0.004257  ,  -0.003481  ,  -0.003127  ,  0.002883  ,  0.015102  
6.582931  ,  0.004546  ,  -0.003582  ,  -0.002367  ,  0.002522  ,  0.015345  
6.632931  ,  0.004798  ,  -0.003670  ,  -0.001601  ,  0.002172  ,  0.015393  
6.682931  ,  0.005010  ,  -0.003743  ,  -0.000837  ,  0.001837  ,  0.015257  
6.732931  ,  0.005183  ,  -0.003799  ,  -0.000084  ,  0.001518  ,  0.014948  
6.782931  ,  0.005317  ,  -0.003837  ,  0.000649  ,  0.001215  ,  0.014480  
6.832310  ,  0.005412  ,  -0.003858  ,  0.001346  ,  0.000933  ,  0.013874  
6.881141  ,  0.005468  ,  -0.003860  ,  0.002003  ,  0.000671  ,  0.013146  
6.929476  ,  0.005489  ,  -0.003844  ,  0.002615  ,  0.000430  ,  0.012311  
6.977505  ,  0.005477  ,  -0.003811  ,  0.003181  ,  0.000208  ,  0.011385  
7.025406  ,  0.005434  ,  -0.003761  ,  0.003700  ,  0.000005  ,  0.010382  
7.073358  ,  0.005362  ,  -0.003694  ,  0.004169  ,  -0.000181  ,  0.009312  
7.121521  ,  0.005261  ,  -0.003612  ,  0.004587  ,  -0.000350  ,  0.008189  
7.170040  ,  0.005133  ,  -0.003514  ,  0.004953  ,  -0.000502  ,  0.007022  
7.219048  ,  0.004980  ,  -0.003401  ,  0.005265  ,  -0.000638  ,  0.005823  
7.268675  ,  0.004803  ,  -0.003274  ,  0.005521  ,  -0.000757  ,  0.004603  
7.318675  ,  0.004604  ,  -0.003133  ,  0.005719  ,  -0.000861  ,  0.003383  
7.368675  ,  0.004389  ,  -0.002982  ,  0.005855  ,  -0.000948  ,  0.002186  
7.418675  ,  0.004159  ,  -0.002823  ,  0.005933  ,  -0.001019  ,  0.001020  
7.468675  ,  0.003917  ,  -0.002657  ,  0.005954  ,  -0.001076  ,  -0.000101  
7.518675  ,  0.003667  ,  -0.002485  ,  0.005921  ,  -0.001118  ,  -0.001168  
7.568675  ,  0.003411  ,  -0.002310  ,  0.005836  ,  -0.001147  ,  -0.002172  
7.618675  ,  0.003151  ,  -0.002133  ,  0.005703  ,  -0.001164  ,  -0.003104  
7.668675  ,  0.002891  ,  -0.001956  ,  0.005525  ,  -0.001170  ,  -0.003957  
7.718675  ,  0.002632  ,  -0.001780  ,  0.005307  ,  -0.001166  ,  -0.004726  
7.768675  ,  0.002376  ,  -0.001608  ,  0.005053  ,  -0.001153  ,  -0.005408  
7.818675  ,  0.002127  ,  -0.001440  ,  0.004768  ,  -0.001131  ,  -0.005998  
7.868675  ,  0.001885  ,  -0.001278  ,  0.004455  ,  -0.001103  ,  -0.006495  
7.918675  ,  0.001653  ,  -0.001123  ,  0.004120  ,  -0.001067  ,  -0.006899  
7.968675  ,  0.001432  ,  -0.000976  ,  0.003768  ,  -0.001027  ,  -0.007210  
8.018675  ,  0.001223  ,  -0.000839  ,  0.003402  ,  -0.000981  ,  -0.007429  
8.068675  ,  0.001027  ,  -0.000711  ,  0.003028  ,  -0.000932  ,  -0.007558  
8.118675  ,  0.000846  ,  -0.000594  ,  0.002650  ,  -0.000880  ,  -0.007601  
8.168675  ,  0.000680  ,  -0.000488  ,  0.002271  ,  -0.000825  ,  -0.007562  
8.218675  ,  0.000529  ,  -0.000394  ,  0.001897  ,  -0.000769  ,  -0.007446  
8.268675  ,  0.000395  ,  -0.000311  ,  0.001531  ,  -0.000712  ,  -0.007257  
8.318675  ,  0.000276  ,  -0.000241  ,  0.001175  ,  -0.000654  ,  -0.007002  
8.368675  ,  0.000174  ,  -0.000182  ,  0.000834  ,  -0.000596  ,  -0.006686  
8.418675  ,  0.000087  ,  -0.000135  ,  0.000510  ,  -0.000538  ,  -0.006317  
8.468675  ,  0.000016  ,  -0.000100  ,  0.000206  ,  -0.000482  ,  -0.005901  
8.518675  ,  -0.000040  ,  -0.000076  ,  -0.000076  ,  -0.000426  ,  -0.005445  
8.568675  ,  -0.000082  ,  -0.000062  ,  -0.000335  ,  -0.000373  ,  -0.004957  
8.618675  ,  -0.000110  ,  -0.000058  ,  -0.000569  ,  -0.000321  ,  -0.004442  
8.668675  ,  -0.000125  ,  -0.000064  ,  -0.000776  ,  -0.000271  ,  -0.003909  
8.718675  ,  -0.000128  ,  -0.000078  ,  -0.000957  ,  -0.000224  ,  -0.003365  
8.768675  ,  -0.000120  ,  -0.000100  ,  -0.001110  ,  -0.000179  ,  -0.002815  
8.818675  ,  -0.000102  ,  -0.000129  ,  -0.001236  ,  -0.000136  ,  -0.002266  
8.868675  ,  -0.000075  ,  -0.000165  ,  -0.001335  ,  -0.000097  ,  -0.001725  
8.918675  ,  -0.000040  ,  -0.000205  ,  -0.001407  ,  -0.000060  ,  -0.001197  
8.968675  ,  0.000002  ,  -0.000249  ,  -0.001453  ,  -0.000026  ,  -0.000687  
9.018675  ,  0.000049  ,  -0.000297  ,  -0.001475  ,  0.000005  ,  -0.000201  
9.068675  ,  0.000101  ,  -0.000348  ,  -0.001472  ,  0.000033  ,  0.000259  
9.118675  ,  0.000156  ,  -0.000400  ,  -0.001448  ,  0.000058  ,  0.000687  
9.168675  ,  0.000213  ,  -0.000452  ,  -0.001403  ,  0.000081  ,  0.001082  
9.218675  ,  0.000272  ,  -0.000505  ,  -0.001340  ,  0.000101  ,  0.001440  
9.268675  ,  0.000331  ,  -0.000556  ,  -0.001260  ,  0.000118  ,  0.001760  
9.318675  ,  0.000390  ,  -0.000606  ,  -0.001165  ,  0.000133  ,  0.002040  
9.368675  ,  0.000448  ,  -0.000654  ,  -0.001056  ,  0.000145  ,  0.002279  
9.418675  ,  0.000503  ,  -0.000699  ,  -0.000938  ,  0.000156  ,  0.002477  
9.468675  ,  0.000555  ,  -0.000740  ,  -0.000810  ,  0.000163  ,  0.002634  
9.518675  ,  0.000605  ,  -0.000778  ,  -0.000675  ,  0.000169  ,  0.002750  
9.568675  ,  0.000650  ,  -0.000811  ,  -0.000536  ,  0.000173  ,  0.002826  
9.618675  ,  0.000691  ,  -0.000839  ,  -0.000394  ,  0.000175  ,  0.002864  
9.668675  ,  0.000727  ,  -0.000863  ,  -0.000251  ,  0.000176  ,  0.002866  
9.718675  ,  0.000758  ,  -0.000882  ,  -0.000109  ,  0.000175  ,  0.002833  
9.768675  ,  0.000784  ,  -0.000895  ,  0.000030  ,  0.000173  ,  0.002767  
9.818675  ,  0.000804  ,  -0.000904  ,  0.000166  ,  0.000169  ,  0.002672  
