time  , u_omega_l  , u_omega_r  
0.000000  ,  0.526516,  0.638038  
0.032000  ,  1.106722,  1.129511  
0.064000  ,  1.718145,  1.502370  
0.096000  ,  2.341704,  1.783962  
0.128000  ,  2.961950,  1.999955  
0.160000  ,  3.567092,  2.173431  
0.192000  ,  4.148652,  2.324173  
0.224000  ,  4.700811,  2.468231  
0.256000  ,  5.219615,  2.617788  
0.288000  ,  5.684094,  2.777293  
0.320000  ,  6.049948,  2.945451  
0.352000  ,  6.294194,  3.127804  
0.384000  ,  6.400000,  3.333884  
0.416000  ,  6.400000,  3.559752  
0.448000  ,  6.400000,  3.799091  
0.480000  ,  6.400000,  4.042674  
0.512000  ,  6.400000,  4.284035  
0.544000  ,  6.400000,  4.517670  
0.576000  ,  6.400000,  4.739756  
0.608000  ,  6.400000,  4.947684  
0.640000  ,  6.400000,  5.139266  
0.672000  ,  6.400000,  5.313883  
0.704000  ,  6.400000,  5.470613  
0.736000  ,  6.400000,  5.609718  
0.768000  ,  6.400000,  5.731304  
0.800000  ,  6.400000,  5.835801  
0.832000  ,  6.395858,  5.924518  
0.864000  ,  6.361734,  5.997935  
0.896000  ,  6.301017,  6.057260  
0.928000  ,  6.216999,  6.103618  
0.960000  ,  6.112842,  6.138103  
0.992000  ,  5.991346,  6.161419  
1.024000  ,  5.855304,  6.174627  
1.056000  ,  5.707357,  6.178802  
1.088000  ,  5.547485,  6.176528  
1.120000  ,  5.375968,  6.170039  
1.152000  ,  5.196027,  6.159610  
1.184000  ,  5.010641,  6.145528  
1.216000  ,  4.822545,  6.128072  
1.248000  ,  4.634216,  6.107509  
1.280000  ,  4.447886,  6.084077  
1.312000  ,  4.265534,  6.057989  
1.344000  ,  4.088901,  6.029426  
1.376000  ,  3.919491,  5.998543  
1.408000  ,  3.758580,  5.965469  
1.440000  ,  3.607231,  5.930322  
1.472000  ,  3.466296,  5.893209  
1.504000  ,  3.336434,  5.854238  
1.536000  ,  3.218121,  5.813523  
1.568000  ,  3.111659,  5.771191  
1.600000  ,  3.017193,  5.727385  
1.632000  ,  2.934723,  5.682269  
1.664000  ,  2.864115,  5.636026  
1.696000  ,  2.805119,  5.588858  
1.728000  ,  2.757380,  5.540989  
1.760000  ,  2.720454,  5.492655  
1.792000  ,  2.693822,  5.444104  
1.824000  ,  2.676903,  5.395592  
1.856000  ,  2.669068,  5.347377  
1.888000  ,  2.669652,  5.299717  
1.920000  ,  2.677965,  5.252863  
1.952000  ,  2.693306,  5.207055  
1.984000  ,  2.714971,  5.162523  
2.016000  ,  2.742261,  5.119477  
2.048000  ,  2.774491,  5.078110  
2.080000  ,  2.810999,  5.038594  
2.112000  ,  2.851146,  5.001077  
2.144000  ,  2.894325,  4.965686  
2.176000  ,  2.939964,  4.932522  
2.208000  ,  2.987527,  4.901664  
2.240000  ,  3.036515,  4.873165  
2.272000  ,  3.086472,  4.847058  
2.304000  ,  3.136979,  4.823353  
2.336000  ,  3.187656,  4.802037  
2.368000  ,  3.238163,  4.783082  
2.400000  ,  3.288199,  4.766440  
2.432000  ,  3.337496,  4.752048  
2.464000  ,  3.385822,  4.739827  
2.496000  ,  3.432979,  4.729689  
2.528000  ,  3.478796,  4.721533  
2.560000  ,  3.523135,  4.715251  
2.592000  ,  3.565880,  4.710728  
2.624000  ,  3.606944,  4.707844  
2.656000  ,  3.646259,  4.706476  
2.688000  ,  3.683778,  4.706498  
2.720000  ,  3.719473,  4.707785  
2.752000  ,  3.753331,  4.710213  
2.784000  ,  3.785356,  4.713659  
2.816000  ,  3.815562,  4.718003  
2.848000  ,  3.843976,  4.723131  
2.880000  ,  3.870634,  4.728930  
2.912000  ,  3.895580,  4.735296  
2.944000  ,  3.918866,  4.742128  
2.976000  ,  3.940549,  4.749333  
3.008000  ,  3.960690,  4.756823  
3.040000  ,  3.979354,  4.764518  
3.072000  ,  3.996608,  4.772342  
3.104000  ,  4.012523,  4.780229  
3.136000  ,  4.027167,  4.788117  
3.168000  ,  4.040613,  4.795950  
3.200000  ,  4.052929,  4.803680  
3.232000  ,  4.064185,  4.811265  
3.264000  ,  4.074450,  4.818666  
3.296000  ,  4.083790,  4.825852  
3.328000  ,  4.092270,  4.832796  
3.360000  ,  4.099952,  4.839475  
3.392000  ,  4.106897,  4.845872  
3.424000  ,  4.113161,  4.851973  
3.456000  ,  4.118800,  4.857768  
3.488000  ,  4.123866,  4.863250  
3.520000  ,  4.128408,  4.868415  
3.552000  ,  4.132473,  4.873262  
3.584000  ,  4.136104,  4.877793  
3.616000  ,  4.139343,  4.882011  
3.648000  ,  4.142226,  4.885921  
3.680000  ,  4.144791,  4.889531  
3.712000  ,  4.147069,  4.892850  
3.744000  ,  4.149092,  4.895886  
3.776000  ,  4.150887,  4.898650  
3.808000  ,  4.152479,  4.901154  
3.840000  ,  4.153894,  4.903410  
3.872000  ,  4.155151,  4.905429  
3.904000  ,  4.156271,  4.907224  
3.936000  ,  4.157272,  4.908809  
3.968000  ,  4.158168,  4.910196  
4.000000  ,  4.158976,  4.911398  
4.032000  ,  4.159706,  4.912427  
4.064000  ,  4.160372,  4.913296  
4.096000  ,  4.160983,  4.914017  
4.128000  ,  4.161549,  4.914601  
4.160000  ,  4.162076,  4.915061  
4.192000  ,  4.162572,  4.915407  
4.224000  ,  4.163044,  4.915650  
4.256000  ,  4.163496,  4.915799  
4.288000  ,  4.163932,  4.915864  
4.320000  ,  4.164357,  4.915855  
4.352000  ,  4.164774,  4.915779  
4.384000  ,  4.165184,  4.915645  
4.416000  ,  4.165592,  4.915460  
4.448000  ,  4.165997,  4.915232  
4.480000  ,  4.166401,  4.914965  
4.512000  ,  4.166806,  4.914667  
4.544000  ,  4.167212,  4.914343  
4.576000  ,  4.167620,  4.913999  
4.608000  ,  4.168029,  4.913637  
4.640000  ,  4.168440,  4.913263  
4.672000  ,  4.168853,  4.912881  
4.704000  ,  4.169267,  4.912494  
4.736000  ,  4.169683,  4.912104  
4.768000  ,  4.170100,  4.911715  
4.800000  ,  4.170516,  4.911329  
4.832000  ,  4.170933,  4.910948  
4.864000  ,  4.171349,  4.910574  
4.896000  ,  4.171764,  4.910208  
4.928000  ,  4.172177,  4.909851  
4.960000  ,  4.172588,  4.909505  
4.992000  ,  4.172995,  4.909170  
5.024000  ,  4.173400,  4.908848  
5.056000  ,  4.173800,  4.908538  
5.088000  ,  4.174196,  4.908241  
5.120000  ,  4.174586,  4.907958  
5.152000  ,  4.174972,  4.907688  
5.184000  ,  4.175351,  4.907431  
5.216000  ,  4.175725,  4.907188  
5.248000  ,  4.176092,  4.906958  
5.280000  ,  4.176452,  4.906740  
5.312000  ,  4.176805,  4.906536  
5.344000  ,  4.177151,  4.906344  
5.376000  ,  4.177489,  4.906163  
5.408000  ,  4.177819,  4.905995  
5.440000  ,  4.178142,  4.905837  
5.472000  ,  4.178457,  4.905690  
5.504000  ,  4.178763,  4.905553  
5.536000  ,  4.179062,  4.905425  
5.568000  ,  4.179352,  4.905307  
5.600000  ,  4.179635,  4.905198  
5.632000  ,  4.179909,  4.905096  
5.664000  ,  4.180175,  4.905003  
5.696000  ,  4.180433,  4.904916  
5.728000  ,  4.180683,  4.904837  
5.760000  ,  4.180926,  4.904763  
5.792000  ,  4.181160,  4.904696  
5.824000  ,  4.181387,  4.904634  
5.856000  ,  4.181607,  4.904577  
5.888000  ,  4.181819,  4.904525  
5.920000  ,  4.182024,  4.904477  
5.952000  ,  4.182222,  4.904433  
5.984000  ,  4.182413,  4.904393  
6.016000  ,  4.182597,  4.904356  
6.048000  ,  4.182775,  4.904323  
6.080000  ,  4.182946,  4.904292  
6.112000  ,  4.183111,  4.904263  
6.144000  ,  4.183270,  4.904237  
6.176000  ,  4.183423,  4.904213  
6.208000  ,  4.183570,  4.904191  
6.240000  ,  4.183712,  4.904171  
6.272000  ,  4.183848,  4.904152  
6.304000  ,  4.183980,  4.904134  
6.336000  ,  4.184106,  4.904118  
6.368000  ,  4.184227,  4.904103  
6.400000  ,  4.184344,  4.904088  
6.432000  ,  4.184456,  4.904075  
6.464000  ,  4.184564,  4.904062  
6.496000  ,  4.184668,  4.904050  
6.528000  ,  4.184767,  4.904039  
6.560000  ,  4.184863,  4.904028  
6.592000  ,  4.184955,  4.904018  
6.624000  ,  4.185043,  4.904008  
6.656000  ,  4.185128,  4.903998  
6.688000  ,  4.185209,  4.903989  
6.720000  ,  4.185288,  4.903980  
6.752000  ,  4.185363,  4.903971  
6.784000  ,  4.185435,  4.903963  
6.816000  ,  4.185504,  4.903954  
6.848000  ,  4.185571,  4.903946  
6.880000  ,  4.185635,  4.903938  
6.912000  ,  4.185697,  4.903931  
6.944000  ,  4.185756,  4.903923  
6.976000  ,  4.185812,  4.903915  
7.008000  ,  4.185867,  4.903908  
7.040000  ,  4.185919,  4.903901  
7.072000  ,  4.185970,  4.903893  
7.104000  ,  4.186018,  4.903886  
7.136000  ,  4.186065,  4.903879  
7.168000  ,  4.186109,  4.903872  
7.200000  ,  4.186152,  4.903866  
7.232000  ,  4.186194,  4.903859  
7.264000  ,  4.186233,  4.903853  
7.296000  ,  4.186272,  4.903846  
7.328000  ,  4.186308,  4.903840  
7.360000  ,  4.186344,  4.903834  
7.392000  ,  4.186378,  4.903827  
7.424000  ,  4.186410,  4.903822  
7.456000  ,  4.186442,  4.903816  
